,availableBikes,departs,id,lat,lng,stAddress,totalDocks
0,8,45,281,40.7643971,-73.97371465,Grand Army Plaza & Central Park S,57
1,6,32,72,40.76727216,-73.99392888,W 52 St & 11 Ave,39
2,8,23,79,40.71911552,-74.00666661,Franklin St & W Broadway,33
3,0,0,82,40.71117416,-74.00016545,St James Pl & Pearl St,0
4,13,49,83,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,62
5,14,5,119,40.69608941,-73.97803415,Park Ave & St Edwards St,19
6,0,19,120,40.68676793,-73.95928168,Lexington Ave & Classon Ave,19
7,20,11,127,40.73172428,-74.00674436,Barrow St & Hudson St,31
8,20,9,128,40.72710258,-74.00297088,MacDougal St & Prince St,30
9,1,23,143,40.69239502,-73.99337909,Clinton St & Joralemon St,24
10,0,19,144,40.69839895,-73.98068914,Nassau St & Navy St,19
11,5,34,146,40.71625008,-74.0091059,Hudson St & Reade St,39
12,1,26,150,40.7208736,-73.98085795,E 2 St & Avenue C,29
13,6,20,151,40.722103786686034,-73.99724900722504,Cleveland Pl & Spring St,33
14,14,3,157,40.69089272,-73.99612349,Henry St & Atlantic Ave,23
15,0,47,164,40.75323098,-73.97032517,E 47 St & 2 Ave,47
16,0,43,167,40.7489006,-73.97604882,E 39 St & 3 Ave,45
17,6,39,168,40.73971301,-73.99456405,W 18 St & 6 Ave,47
18,6,43,173,40.76068327096592,-73.9845272898674,Broadway & W 49 St,51
19,2,26,174,40.7381765,-73.97738662,E 25 St & 1 Ave,30
20,5,38,195,40.70905623,-74.01043382,Liberty St & Broadway,45
21,2,26,212,40.74334935,-74.00681753,W 16 St & The High Line,28
22,0,23,216,40.70037867,-73.99548059,Columbia Heights & Cranberry St,23
23,24,11,217,40.70277159,-73.99383605,Old Fulton St,39
24,2,31,223,40.73781509,-73.99994661,W 13 St & 7 Ave,33
25,4,50,228,40.7546011026,-73.971878855,E 48 St & 3 Ave,54
26,19,4,229,40.72743423,-73.99379025,Great Jones St,23
27,0,21,232,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,23
28,10,27,236,40.7284186,-73.98713956,St Marks Pl & 2 Ave,39
29,14,22,237,40.73047309,-73.98672378,E 11 St & 2 Ave,39
30,17,11,238,40.7361967,-74.00859207,Bank St & Washington St,31
31,9,20,239,40.69196566,-73.9813018,Willoughby St & Fleet St,31
32,2,20,241,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,23
33,14,8,242,40.697787,-73.973736,Carlton Ave & Flushing Ave,23
34,15,15,243,40.688226,-73.979382,Fulton St & Rockwell Pl,31
35,14,17,244,40.69196035,-73.96536851,Willoughby Ave & Hall St,31
36,3,20,245,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,23
37,12,8,247,40.73535398,-74.00483091,Perry St & Bleecker St,20
38,6,16,248,40.72185379,-74.00771779,Laight St & Hudson St,23
39,2,25,249,40.71870987,-74.0090009,Harrison St & Hudson St,27
40,2,24,251,40.72317958,-73.99480012,Mott St & Prince St,27
41,17,15,252,40.73226398,-73.99852205,MacDougal St & Washington Sq,33
42,2,52,253,40.73543934,-73.99453948,W 13 St & 5 Ave,55
43,0,30,254,40.73532427,-73.99800419,W 11 St & 6 Ave,31
44,16,21,257,40.71939226,-74.00247214,Lispenard St & Broadway,39
45,2,20,258,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,23
46,0,36,259,40.70122128,-74.01234218,South St & Whitehall St,39
47,1,33,260,40.70365182,-74.01167797,Broad St & Bridge St,35
48,0,25,261,40.69474881,-73.98362464,Johnson St & Gold St,27
49,6,15,262,40.6917823,-73.9737299,Washington Park,24
50,4,23,264,40.70706456,-74.00731853,Maiden Ln & Pearl St,27
51,12,19,265,40.72229346,-73.99147535,Stanton St & Chrystie St,35
52,2,21,266,40.72368361,-73.97574813,Avenue D & E 8 St,24
53,8,47,267,40.75097711,-73.98765428,Broadway & W 36 St,57
54,17,10,268,40.71910537,-73.99973337,Howard St & Centre St,27
55,6,17,270,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,23
56,18,12,274,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,31
57,0,18,275,40.68650065,-73.96563307,Washington Ave & Greene Ave,19
58,8,15,276,40.71748752,-74.0104554,Duane St & Greenwich St,25
59,10,9,278,40.69766564,-73.98476437,Concord St & Bridge St,19
60,9,24,279,40.707873,-74.00167,Peck Slip & Front St,36
61,2,28,280,40.73331967,-73.99510132,E 10 St & 5 Ave,31
62,14,8,282,40.707644944175705,-73.96841526031494,Kent Ave & S 11 St,27
63,3,47,285,40.73454567,-73.99074142,Broadway & E 14 St,51
64,10,9,289,40.6845683,-73.95881081,Monroe St & Classon Ave,19
65,3,17,291,40.713126,-73.984844,Madison St & Montgomery St,20
66,29,25,293,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,55
67,3,19,295,40.71406667,-73.99293911,Pike St & E Broadway,24
68,21,13,296,40.71413089,-73.9970468,Division St & Bowery,35
69,5,22,297,40.734232,-73.986923,E 15 St & 3 Ave,27
70,20,15,298,40.68683208,-73.9796772,3 Ave & Schermerhorn St,35
71,8,28,301,40.72217444,-73.98368779,E 2 St & Avenue B,37
72,6,17,302,40.72082834,-73.97793172,Avenue D & E 3 St,23
73,28,3,303,40.72362738,-73.99949601,Mercer St & Spring St,31
74,0,31,304,40.70463334,-74.01361706,Broadway & Battery Pl,33
75,5,28,305,40.76095756,-73.96724467,E 58 St & 3 Ave,33
76,1,28,307,40.71427487,-73.98990025,Canal St & Rutgers St,30
77,16,11,308,40.71307916,-73.99851193,St James Pl & Oliver St,27
78,13,27,309,40.7149787,-74.013012,Murray St & West St,41
79,13,22,310,40.68926942,-73.98912867,State St & Smith St,36
80,3,28,311,40.7172274,-73.98802084,Norfolk St & Broome St,31
81,15,15,312,40.722055,-73.989111,Allen St & Stanton St,31
82,5,18,313,40.69610226,-73.96751037,Washington Ave & Park Ave,23
83,0,38,314,40.69383,-73.990539,Cadman Plaza West & Montague St,39
84,15,12,315,40.70355377,-74.00670227,South St & Gouverneur Ln,29
85,3,39,316,40.70955958,-74.00653609,Fulton St & William St,43
86,1,25,317,40.72453734,-73.98185424,E 6 St & Avenue B,27
87,3,29,319,40.711066,-74.009447,Fulton St & Broadway,33
88,2,25,320,40.717571,-74.005549,Leonard St & Church St,27
89,6,20,321,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,27
90,1,30,322,40.696192,-73.991218,Clinton St & Tillary St,31
91,23,16,323,40.69236178,-73.98631746,Lawrence St & Willoughby St,39
92,27,23,324,40.689888,-73.981013,DeKalb Ave & Hudson Ave,51
93,2,30,325,40.73624527,-73.98473765,E 19 St & 3 Ave,35
94,1,23,326,40.72953837,-73.98426726,E 11 St & 1 Ave,27
95,35,0,327,40.7153379,-74.01658354,Vesey Pl & River Terrace,39
96,1,22,328,40.72405549,-74.00965965,Watts St & Greenwich St,23
97,6,33,330,40.71450451,-74.00562789,Reade St & Broadway,39
98,8,18,331,40.71173107,-73.99193043,Pike St & Monroe St,27
99,8,16,332,40.71219906,-73.97948148,Cherry St,24
100,5,26,334,40.74238787,-73.99726235,W 20 St & 7 Ave,31
101,9,17,335,40.72903917,-73.99404649,Washington Pl & Broadway,27
102,17,16,336,40.73047747,-73.99906065,Sullivan St & Washington Sq,36
103,12,25,337,40.7037992,-74.00838676,Old Slip & Front St,37
104,2,21,339,40.72580614,-73.97422494,Avenue D & E 12 St,24
105,2,25,340,40.71269042,-73.98776323,Madison St & Clinton St,27
106,16,2,341,40.71782143,-73.97628939,Stanton St & Mangin St,19
107,3,24,342,40.71739973,-73.98016555,Columbia St & Rivington St,29
108,20,1,343,40.69794,-73.96986848,Clinton Ave & Flushing Ave,23
109,0,23,344,40.6851443,-73.95380904,Monroe St & Bedford Ave,23
110,5,29,345,40.73649403,-73.99704374,W 13 St & 6 Ave,35
111,11,14,346,40.73652889,-74.00618026,Bank St & Hudson St,27
112,6,25,347,40.728846,-74.008591,Greenwich St & W Houston St,35
113,1,22,349,40.71850211,-73.98329859,Rivington St & Ridge St,23
114,7,21,350,40.71559509,-73.9870295,Clinton St & Grand St,28
115,31,8,351,40.70530954,-74.00612572,Front St & Maiden Ln,39
116,0,26,353,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,27
117,15,7,354,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,23
118,28,15,355,40.71602118,-73.99974372,Bayard St & Baxter St,43
119,2,20,356,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,23
120,3,22,357,40.73261787,-73.99158043,E 11 St & Broadway,27
121,30,3,358,40.73291553,-74.00711384,Christopher St & Greenwich St,36
122,0,53,359,40.75510267,-73.97498696,E 47 St & Park Ave,53
123,3,36,360,40.70717936,-74.00887308,William St & Pine St,39
124,5,36,361,40.71605866,-73.99190759,Allen St & Hester St,43
125,4,53,362,40.75172632,-73.98753523,Broadway & W 37 St,57
126,8,40,363,40.70834698,-74.01713445,West Thames St,49
127,3,24,364,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,27
128,1,28,365,40.68223166,-73.9614583,Fulton St & Grand Ave,31
129,3,29,366,40.693261,-73.968896,Clinton Ave & Myrtle Ave,33
130,28,11,368,40.73038599,-74.00214988,Carmine St & 6 Ave,39
131,9,24,369,40.73224119,-74.00026394,Washington Pl & 6 Ave,35
132,7,19,372,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,27
133,0,18,373,40.69331716,-73.95381995,Willoughby Ave & Walworth St,19
134,0,39,376,40.70862144,-74.00722156,John St & William St,43
135,1,42,377,40.72243797,-74.00566443,6 Ave & Canal St,45
136,0,42,379,40.749156,-73.9916,W 31 St & 7 Ave,42
137,23,16,380,40.73401143,-74.00293877,W 4 St & 7 Ave S,39
138,15,21,382,40.73492695,-73.99200509,University Pl & E 14 St,36
139,7,31,383,40.735238,-74.000271,Greenwich Ave & Charles St,39
140,28,15,386,40.71494807,-74.00234482,Centre St & Worth St,43
141,29,6,387,40.71273266,-74.0046073,Centre St & Chambers St,39
142,2,31,388,40.749717753,-74.002950346,W 26 St & 10 Ave,35
143,2,24,389,40.71044554,-73.96525063,Broadway & Berry St,27
144,13,17,390,40.69221589,-73.9842844,Duffield St & Willoughby St,31
145,1,30,391,40.69760127,-73.99344559,Clark St & Henry St,31
146,20,13,392,40.695065,-73.987167,Jay St & Tech Pl,35
147,1,30,393,40.72299208,-73.97995466,E 5 St & Avenue C,31
148,2,28,394,40.72521311,-73.97768752,E 9 St & Avenue C,32
149,1,23,396,40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,25
150,0,27,397,40.68415748,-73.96922273,Fulton St & Clermont Ave,27
151,27,3,398,40.69165183,-73.9999786,Atlantic Ave & Furman St,31
152,4,23,399,40.68851534,-73.9647628,Lafayette Ave & St James Pl,27
153,1,14,400,40.71926081,-73.98178024,Pitt St & Stanton St,15
154,22,20,401,40.72019576,-73.98997825,Allen St & Rivington St,42
155,1,37,402,40.7403432,-73.98955109,Broadway & E 22 St,39
156,11,20,403,40.72502876,-73.99069656,E 2 St & 2 Ave,31
157,8,31,405,40.739323,-74.008119,Washington St & Gansevoort St,40
158,0,34,406,40.69512845,-73.99595065,Hicks St & Montague St,34
159,2,35,407,40.700469,-73.991454,Henry St & Poplar St,37
160,9,13,408,40.71076228,-73.99400398,Market St & Cherry St,23
161,0,18,409,40.6906495,-73.95643107,DeKalb Ave & Skillman St,19
162,2,30,410,40.72066442,-73.98517977,Suffolk St & Stanton St,35
163,1,21,411,40.72228087,-73.97668709,E 6 St & Avenue D,23
164,25,4,412,40.7158155,-73.99422366,Forsyth St & Canal St,29
165,23,0,414,40.70281858,-73.98765762,Pearl St & Anchorage Pl,24
166,5,37,415,40.7047177,-74.00926027,Pearl St & Hanover Square,42
167,1,28,416,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,31
168,0,22,417,40.71291224,-74.01020234,Barclay St & Church St,23
169,7,15,418,40.70224,-73.982578,Front St & Gold St,23
170,0,23,419,40.69580705,-73.97355569,Carlton Ave & Park Ave,23
171,1,22,420,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,23
172,5,14,421,40.69573398,-73.97129668,Clermont Ave & Park Ave,19
173,0,54,422,40.770513,-73.988038,W 59 St & 10 Ave,55
174,1,25,423,40.76584941,-73.98690506,W 54 St & 9 Ave,27
175,24,0,426,40.71754834,-74.01322069,West St & Chambers St,29
176,2,44,427,40.701907,-74.013942,Bus Slip & State St,47
177,0,29,432,40.72621788,-73.98379855,E 7 St & Avenue A,31
178,5,33,433,40.72955361,-73.98057249,E 13 St & Avenue A,39
179,9,38,435,40.74173969,-73.99415556,W 21 St & 6 Ave,47
180,1,26,436,40.68216564,-73.95399026,Hancock St & Bedford Ave,27
181,4,19,437,40.6809833854,-73.9500479759,Macon St & Nostrand Ave,24
182,12,27,438,40.72779126,-73.98564945,St Marks Pl & 1 Ave,41
183,6,31,439,40.7262807,-73.98978041,E 4 St & 2 Ave,39
184,0,31,440,40.75255434,-73.97282625,E 45 St & 3 Ave,32
185,3,30,441,40.756014,-73.967416,E 52 St & 2 Ave,35
186,8,42,442,40.746647,-73.993915,W 27 St & 7 Ave,51
187,0,23,443,40.70853074,-73.96408963,Bedford Ave & S 9 St,23
188,5,43,445,40.72740794,-73.98142006,E 10 St & Avenue A,52
189,9,26,446,40.74487634,-73.99529885,W 24 St & 7 Ave,39
190,1,19,447,40.76370739,-73.9851615,8 Ave & W 52 St,23
191,2,26,448,40.75660359,-73.9979009,W 37 St & 10 Ave,31
192,3,53,450,40.76227205,-73.98788205,W 49 St & 8 Ave,59
193,8,30,453,40.74475148,-73.99915362,W 22 St & 8 Ave,39
194,6,28,454,40.75455731,-73.96592976,E 51 St & 1 Ave,35
195,2,36,455,40.75001986,-73.96905301,1 Ave & E 44 St,39
196,1,34,456,40.7597108,-73.97402311,E 53 St & Madison Ave,35
197,0,36,457,40.76695317,-73.98169333,Broadway & W 58 St,39
198,17,12,458,40.751396,-74.005226,11 Ave & W 27 St,31
199,42,6,459,40.746745,-74.007756,W 20 St & 11 Ave,49
200,12,9,460,40.71285887,-73.96590294,S 4 St & Wythe Ave,23
201,2,34,461,40.73587678,-73.98205027,E 20 St & 2 Ave,39
202,15,32,462,40.74691959,-74.00451887,W 22 St & 10 Ave,47
203,6,25,465,40.75513557,-73.98658032,Broadway & W 41 St,39
204,1,31,466,40.74395411,-73.99144871,W 25 St & 6 Ave,35
205,6,28,467,40.68312489,-73.97895137,Dean St & 4 Ave,34
206,2,46,468,40.7652654,-73.98192338,Broadway & W 56 St,49
207,0,57,469,40.76344058,-73.98268129,Broadway & W 53 St,57
208,2,36,470,40.74345335,-74.00004031,W 20 St & 8 Ave,38
209,7,23,471,40.71286844,-73.95698119,Grand St & Havemeyer St,31
210,1,38,472,40.7457121,-73.98194829,E 32 St & Park Ave,41
211,9,26,473,40.72110063,-73.9919254,Rivington St & Chrystie St,38
212,0,0,474,40.7451677,-73.98683077,5 Ave & E 29 St,0
213,1,44,476,40.74394314,-73.97966069,E 31 St & 3 Ave,47
214,2,56,477,40.75640548,-73.9900262,W 41 St & 8 Ave,59
215,1,29,478,40.76030096,-73.99884222,11 Ave & W 41 St,31
216,0,31,479,40.76019252,-73.9912551,9 Ave & W 45 St,31
217,1,25,480,40.76669671,-73.99061728,W 53 St & 10 Ave,27
218,1,23,481,40.71260486,-73.96264403,S 3 St & Bedford Ave,25
219,3,33,482,40.73935542,-73.99931783,W 15 St & 7 Ave,39
220,13,21,483,40.73223272,-73.98889957,E 12 St & 3 Ave,35
221,11,31,484,40.75500254,-73.98014437,W 44 St & 5 Ave,44
222,0,39,485,40.75038009,-73.98338988,W 37 St & 5 Ave,39
223,3,32,486,40.7462009,-73.98855723,Broadway & W 29 St,39
224,0,32,487,40.73314259,-73.97573881,E 20 St & FDR Drive,34
225,3,55,490,40.751551,-73.993934,8 Ave & W 33 St,59
226,1,50,491,40.74096374,-73.98602213,E 24 St & Park Ave S,51
227,10,45,492,40.75019995,-73.99093085,W 33 St & 7 Ave,61
228,1,31,493,40.7568001,-73.98291153,W 45 St & 6 Ave,34
229,3,32,494,40.74734825,-73.99723551,W 26 St & 8 Ave,35
230,1,24,495,40.76269882,-73.99301222,W 47 St & 10 Ave,25
231,6,41,496,40.73726186,-73.99238967,E 16 St & 5 Ave,47
232,14,43,497,40.73704984,-73.99009296,E 17 St & Broadway,59
233,0,29,498,40.74854862,-73.98808416,Broadway & W 32 St,30
234,3,30,499,40.76915505,-73.98191841,Broadway & W 60 St,36
235,0,51,500,40.76228826,-73.98336183,Broadway & W 51 St,52
236,2,39,501,40.744219,-73.97121214,FDR Drive & E 35 St,43
237,4,24,502,40.714215,-73.981346,Henry St & Grand St,30
238,0,29,503,40.73827428,-73.98751968,E 20 St & Park Ave,29
239,3,40,504,40.73221853,-73.98165557,1 Ave & E 16 St,44
240,10,26,505,40.74901271,-73.98848395,6 Ave & W 33 St,36
241,1,42,507,40.73912601,-73.97973776,E 25 St & 2 Ave,45
242,0,23,508,40.76341379,-73.99667444,W 46 St & 11 Ave,24
243,12,22,509,40.7454973,-74.00197139,9 Ave & W 22 St,36
244,3,23,513,40.768254,-73.988639,W 56 St & 10 Ave,27
245,48,3,514,40.76087502,-74.00277668,12 Ave & W 40 St,52
246,1,31,515,40.76009437,-73.99461843,W 43 St & 10 Ave,35
247,2,28,516,40.75206862,-73.96784384,E 47 St & 1 Ave,31
248,1,56,517,40.751581,-73.97791,Pershing Square South,59
249,0,38,518,40.74780373,-73.9734419,E 39 St & 2 Ave,39
250,1,59,519,40.751873,-73.977706,Pershing Square North,61
251,11,27,520,40.75992262,-73.97648516,W 52 St & 5 Ave,39
252,4,46,522,40.75714758,-73.97207836,E 51 St & Lexington Ave,51
253,4,46,523,40.75466591,-73.99138152,W 38 St & 8 Ave,51
254,6,48,524,40.75527307,-73.98316936,W 43 St & 6 Ave,57
255,1,36,525,40.75594159,-74.0021163,W 34 St & 11 Ave,39
256,0,37,526,40.74765947,-73.98490707,E 33 St & 5 Ave,39
257,4,34,528,40.74290902,-73.97706058,2 Ave & E 31 St,39
258,1,37,529,40.7575699,-73.99098507,W 42 St & 8 Ave,41
259,16,6,530,40.771522,-73.990541,11 Ave & W 59 St,24
260,11,27,531,40.71893904,-73.99266288,Forsyth St & Broome St,39
261,2,39,532,40.710451,-73.960876,S 5 Pl & S 5 St,43
262,5,39,533,40.75299641,-73.98721619,Broadway & W 38 St,46
263,2,27,534,40.70255065,-74.0127234,Water - Whitehall Plaza,31
264,4,24,536,40.74144387,-73.97536082,1 Ave & E 30 St,29
265,0,21,537,40.74025878,-73.98409214,Lexington Ave & E 24 St,21
266,8,17,539,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,31
267,3,26,540,40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St,30
268,1,25,545,40.736502,-73.97809472,E 23 St & 1 Ave,27
269,0,34,546,40.74444921,-73.98303529,E 30 St & Park Ave S,38
270,18,12,2000,40.70255088,-73.98940236,Front St & Washington St,30
271,0,0,2001,40.699773,-73.979927,Sands St & Navy St,0
272,12,14,2002,40.716887,-73.963198,Wythe Ave & Metropolitan Ave,27
273,3,31,2003,40.733812191966315,-73.98054420948029,1 Ave & E 18 St,39
274,5,7,2005,40.70531194,-73.97100056,Railroad Ave & Kay Ave,12
275,15,31,2006,40.76590936,-73.97634151,Central Park S & 6 Ave,49
276,1,21,2008,40.70569254,-74.01677685,Little West St & 1 Pl,24
277,17,16,2009,40.71117444,-73.99682619,Catherine St & Monroe St,35
278,6,32,2010,40.72165481,-74.00234737,Grand St & Greene St,39
279,0,36,2012,40.739445,-73.976806,E 27 St & 1 Ave,36
280,0,43,2021,40.75929124,-73.98859651,W 45 St & 8 Ave,43
281,4,29,2022,40.759107,-73.959223,E 60 St & York Ave,33
282,4,32,2023,40.75968085,-73.97031366,E 55 St & Lexington Ave,36
283,22,0,3002,40.711512,-74.015756,South End Ave & Liberty St,25
284,18,26,3016,40.72036775298455,-73.96165072917938,Kent Ave & N 7 St,47
285,1,21,3041,40.67890679,-73.94142771,Kingston Ave & Herkimer St,24
286,1,17,3042,40.6794268,-73.9298911,Fulton St & Utica Ave,19
287,2,16,3043,40.6814598,-73.934903,Lewis Ave & Decatur St,19
288,1,25,3044,40.6800105,-73.938475,Albany Ave & Fulton St,27
289,0,18,3046,40.682601,-73.938037,Marcus Garvey Blvd & Macon St,19
290,1,19,3047,40.6823687,-73.944118,Halsey St & Tompkins Ave,21
291,0,19,3048,40.68402,-73.94977,Putnam Ave & Nostrand Ave,19
